,article_id,challenging,no_effect,reinforcing,split_label,concat_results,concat_results_binary,majority,distribution_CRNe
479,1773359.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
480,1773449.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
481,1773716.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
482,1774424.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
483,1774425.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
484,1774692.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
485,1774725.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
486,1774836.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
487,1774892.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
488,1774986.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
489,1775995.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
490,1776043.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
491,1776285.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
492,1776311.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
493,1776397.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
494,1776534.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
495,1777601.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
496,1777602.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
497,1777825.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
498,1777850.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
499,1777981.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
500,1779139.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
501,1779140.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
502,1779412.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
503,1779419.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
504,1779460.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
505,1779481.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
506,1779616.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
507,1779705.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
508,1780714.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
509,1780954.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
510,1781005.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
511,1781023.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
512,1781166.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
513,1782256.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
514,1782257.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
515,1782493.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
516,1782494.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
517,1782545.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
518,1782546.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
519,1782574.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
520,1782671.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
521,1782704.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
522,1783805.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
523,1783806.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
524,1784054.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
525,1784075.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
526,1784097.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
527,1784193.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
528,1785629.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
529,1785665.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
530,1785685.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
531,1785713.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
532,1785806.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
533,1785808.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
534,1785853.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
535,1785854.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
536,1786908.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
537,1786910.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
538,1787181.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
539,1787182.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
540,1787209.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
541,1787226.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
542,1787227.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
543,1787251.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
544,1787348.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
545,1787570.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
546,1788489.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
547,1788800.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
548,1788850.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
549,1788851.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
550,1788866.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
551,1788897.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
552,1788995.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
553,1788997.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
554,1789048.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
555,1790758.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
556,1790803.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
557,1792266.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
558,1792295.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
559,1792315.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
560,1792346.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
561,1792436.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
562,1792437.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
563,1793596.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
564,1793597.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
565,1793878.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
566,1793879.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
567,1793905.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
568,1793941.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
569,1793943.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
570,1793964.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
571,1794093.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
572,1794304.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
573,1794306.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
574,1794482.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
575,1794484.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
576,1794667.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
577,1794668.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
578,1795082.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
579,1795084.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
580,1795264.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
581,1795585.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
582,1795609.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
583,1795637.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
584,1795734.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
585,1795790.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
586,1796012.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
587,1796013.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
588,1796014.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
589,1796191.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
590,1796192.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
591,1796571.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
592,1796799.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
593,1796959.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
594,1796962.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
595,1797414.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
596,1797995.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
597,1798012.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
598,1798211.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
599,1798212.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
600,1798329.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
601,1798382.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
602,1798563.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
603,1798565.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
604,1799250.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
605,1799251.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
606,1799628.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
607,1799881.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
608,1799883.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
609,1800099.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
610,1800285.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
611,1800964.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
612,1801136.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
613,1801137.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
614,1801357.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
615,1801359.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
616,1801825.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
617,1802029.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
618,1802593.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
619,1803020.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
620,1803408.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
621,1803659.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
622,1803824.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
623,1803825.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
624,1804258.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
625,1804259.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
626,1804516.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
627,1804518.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
628,1804699.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
629,1804923.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
630,1805118.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
631,1805353.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
632,1805550.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
633,1806245.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
634,1806247.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
635,1806599.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
636,1806601.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
637,1806814.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
638,1806815.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
639,1806988.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
640,1807114.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
641,1807116.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
642,1807890.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
643,1807892.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
644,1808080.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
645,1808081.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
646,1808283.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
647,1808509.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
648,1808715.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
649,1809448.txt,2.0,1.0,0.0,train,201,TrueFalseTrue,challenging,"[0.667, 0.0, 0.333]"
650,1809612.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
651,1809827.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
652,1809829.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
653,1810261.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
654,1810262.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
655,1810444.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
656,1810445.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
657,1811180.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
658,1811342.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
659,1811345.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
660,1811520.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
661,1811521.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
662,1811523.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
663,1811743.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
664,1811744.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
665,1811987.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
666,1812183.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
667,1812813.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
668,1812976.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
669,1813190.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
670,1813367.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
671,1813370.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
672,1813610.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
673,1813612.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
674,1813762.txt,2.0,0.0,1.0,train,210,TrueTrueFalse,challenging,"[0.667, 0.333, 0.0]"
675,1813763.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
676,1814504.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
677,1814661.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
678,1814662.txt,0.0,0.0,3.0,train,030,FalseTrueFalse,reinforcing,"[0.0, 1.0, 0.0]"
679,1814864.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
680,1815205.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
681,1815775.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
682,1815921.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
683,1816101.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
684,1816102.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
685,1816309.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
686,1816310.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
687,1816526.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
688,1816527.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
689,1816528.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
690,1816678.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
691,1816679.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
692,1816972.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
693,1817040.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
694,1817059.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
695,1817123.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
696,1817273.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
697,1817394.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
698,1817567.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
699,1817785.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
700,1818040.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
701,1818264.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
702,1818421.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
703,1818424.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
704,1818687.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
705,1818732.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
706,1818737.txt,0.0,2.0,1.0,train,012,FalseTrueTrue,no_effect,"[0.0, 0.333, 0.667]"
707,1818761.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
708,1818847.txt,1.0,1.0,1.0,train,111,TrueTrueTrue,na,"[0.333, 0.333, 0.333]"
709,1819082.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
710,1819083.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
711,1819457.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
712,1819458.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
713,1819634.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
714,1819839.txt,1.0,0.0,2.0,train,120,TrueTrueFalse,reinforcing,"[0.333, 0.667, 0.0]"
715,1819840.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
716,1820043.txt,1.0,2.0,0.0,train,102,TrueFalseTrue,no_effect,"[0.333, 0.0, 0.667]"
717,1820290.txt,0.0,3.0,0.0,train,003,FalseFalseTrue,no_effect,"[0.0, 0.0, 1.0]"
718,1820318.txt,0.0,1.0,2.0,train,021,FalseTrueTrue,reinforcing,"[0.0, 0.667, 0.333]"
